2019-ag-6051,3.592777777777778
2019-ag-6052,3.2411111111111115
2019-ag-6053,3.2411111111111115
2019-ag-6054,3.0
2019-ag-6055,3.388888888888889
2019-ag-6056,2.1666666666666665
2019-ag-6057,3.147777777777778
2019-ag-6059,3.3516666666666666
2019-ag-6060,2.815555555555556
2019-ag-6061,3.4450000000000003
2019-ag-6062,2.241111111111111
2019-ag-6063,3.0372222222222223
2019-ag-6065,3.166111111111111
2019-ag-6066,3.518333333333333
2019-ag-6067,2.185
2019-ag-6068,3.6666666666666665
2019-ag-6069,2.8699999999999997
2019-ag-6070,3.073888888888889
2019-ag-6072,2.5555555555555554
2019-ag-6073,3.3144444444444443
2019-ag-6074,3.1294444444444443
2019-ag-6075,3.2405555555555554
2019-ag-6076,3.203333333333333
2019-ag-6077,3.073888888888889
2019-ag-6078,0.8705555555555555
2019-ag-6079,1.6111111111111112
2019-ag-6080,2.7216666666666662
2019-ag-6081,3.796666666666667
2019-ag-6082,2.9633333333333334
2019-ag-6084,3.361111111111111
2019-ag-6085,2.768333333333333
2019-ag-6086,2.796111111111111
2019-ag-6087,2.0366666666666666
2019-ag-6088,2.3705555555555557
2019-ag-6089,2.092777777777778
2019-ag-6090,2.397777777777778
2019-ag-6091,2.7588888888888885
